MP_15282_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Proteus vulgaris;585;b019384e-d026-46be-8830-ab0eec3bab0e;2.532;+++;Proteus vulgaris;585;c039f1fe-eca6-4045-b589-4fde1761e9fa;2.48;+++;Proteus vulgaris;585;fe6d4cc4-c033-47fa-926e-5bbdae783b83;2.462;+++;Proteus vulgaris;585;4a104e55-ed29-47e2-92d4-608fc83afb6a;2.46;+++;Proteus vulgaris;585;28c45957-6fbf-4472-9d29-0940832665c1;2.432;+++;Proteus vulgaris;585;f46f2883-13be-4793-aa3f-9a32bbb8cd69;2.43;+++;Proteus vulgaris;585;beb9f5ed-f795-4eb7-bbdd-84c6495dcf40;2.401;+++;Proteus hauseri;183417;c2e67048-8fb6-4fad-9d7c-98bd24ee4d75;23.febr;+++;Proteus hauseri;183417;038dfa4e-01d8-4eda-a3cd-c662cc715d9a;2.206;+++;Proteus hauseri;183417;95802b11-e901-4663-8cad-3913e2a154e7;2.202
MP_15283_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Proteus vulgaris;585;fe6d4cc4-c033-47fa-926e-5bbdae783b83;2.493;+++;Proteus vulgaris;585;4a104e55-ed29-47e2-92d4-608fc83afb6a;2.489;+++;Proteus vulgaris;585;c039f1fe-eca6-4045-b589-4fde1761e9fa;2.435;+++;Proteus vulgaris;585;b019384e-d026-46be-8830-ab0eec3bab0e;2.422;+++;Proteus vulgaris;585;28c45957-6fbf-4472-9d29-0940832665c1;2.387;+++;Proteus vulgaris;585;f46f2883-13be-4793-aa3f-9a32bbb8cd69;2.345;+++;Proteus vulgaris;585;beb9f5ed-f795-4eb7-bbdd-84c6495dcf40;25.febr;+++;Proteus vulgaris;585;42ac5de3-54a9-4712-a6f0-d5ad4ee4ad33;2.229;+++;Proteus penneri;102862;ba20d765-7fea-4d36-a700-f79cb1f25e57;2.214;+++;Proteus penneri;102862;a0867e6e-9084-4c08-a1dd-86b25fb113c4;2.154
MP_15284_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Kocuria kristinae;37923;e72912e0-b5ab-4848-bafd-44c7f5c68fea;2.319;+++;Kocuria kristinae;37923;dd3e848f-184f-4f3d-9e0a-1df5595d5f84;2.147;+++;Kocuria kristinae;37923;a0d1ef6e-2ed6-45b5-bf05-81b550be29ed;2.071;+++;Kocuria kristinae;37923;396fd39c-214b-430e-b1f7-3051b16faeba;2.071;+++;Kocuria kristinae;37923;d4d855d5-363e-44eb-a05f-c949c6cedc7b;2.053;+++;Kocuria kristinae;37923;19f55951-7eba-4b5c-b073-ab301fbcb69c;2.037;+++;Kocuria kristinae;37923;0341c055-4dfe-47d6-8384-7533ed45dccc;2.004;+;Kocuria kristinae;37923;37eeb029-6ace-4c2a-a091-9ee68e05a34e;1.968;-;not reliable identification;E1;b93ae30e-7569-432a-adf9-dbcc6d6f63c3;1.427;-;not reliable identification;E1;987d33c5-61f6-4e0c-b331-87d2b905998b;1.37
MP_15285_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Kocuria kristinae;37923;e72912e0-b5ab-4848-bafd-44c7f5c68fea;2.426;+++;Kocuria kristinae;37923;396fd39c-214b-430e-b1f7-3051b16faeba;2.165;+++;Kocuria kristinae;37923;d4d855d5-363e-44eb-a05f-c949c6cedc7b;2.124;+++;Kocuria kristinae;37923;dd3e848f-184f-4f3d-9e0a-1df5595d5f84;12.febr;+++;Kocuria kristinae;37923;19f55951-7eba-4b5c-b073-ab301fbcb69c;2.092;+++;Kocuria kristinae;37923;0341c055-4dfe-47d6-8384-7533ed45dccc;2.004;+;Kocuria kristinae;37923;37eeb029-6ace-4c2a-a091-9ee68e05a34e;1.991;+;Kocuria kristinae;37923;a0d1ef6e-2ed6-45b5-bf05-81b550be29ed;1.976;-;not reliable identification;E1;b93ae30e-7569-432a-adf9-dbcc6d6f63c3;1.518;-;not reliable identification;E1;70588a60-89e1-4f56-9f47-3c2ac3b9032d;1.433
MP_15286_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Staphylococcus sciuri;147467;98afbfff-c108-4318-85e6-ab2221b0e073;2.345;+;Staphylococcus sciuri;147468;5b78fe7f-0271-494b-82f4-905db230c726;1.929;+;Staphylococcus sciuri;147467;65eaf30f-3afb-4cb7-857a-8a99943fd531;1.776;-;not reliable identification;E1;61bfe740-7122-4cb2-99e3-2f6b911346cf;1.47;-;not reliable identification;E1;446e50cd-910a-4f8e-b112-aedbd7dbb70c;1.44;-;not reliable identification;E1;70aac232-b2a8-4a5f-bc89-31fbea7acc5c;1.379;-;not reliable identification;E1;ec7ac85a-eb87-44f3-bca9-2d59f7c11037;1.36;-;not reliable identification;E1;cd51b470-d1d1-4e36-85de-771657a37c43;1.328;-;not reliable identification;E1;a7e744dc-d1c1-4094-b54e-d394470d2fe5;1.317;-;not reliable identification;E1;60f6705e-93da-4d76-9a16-a220658e0781;1.315
MP_15287_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Streptococcus equi_ssp_zooepidemicus;40041;85f33f40-0ade-4771-b98b-0219f8981ffa;2.582;+++;Streptococcus equi_ssp_zooepidemicus;40041;726b1bef-5d68-4578-a678-3aa0539c57cf;2.453;+++;Streptococcus equi_ssp_zooepidemicus;40041;ddeae708-b943-47c8-9041-f9221c268c9c;2.316;+++;Streptococcus equi_ssp_zooepidemicus;40041;a3ab394b-6f14-40bb-b6fa-29458e9f20f0;2.251;+++;Streptococcus equi_ssp_equi;148942;8f3315df-fabc-4c66-aca8-e97760acc9cf;2.246;+++;Streptococcus equi_ssp_equi;148942;7c86ca20-b483-4b96-bf3c-5a0adbd3a87c;2.233;+++;Streptococcus equi_ssp_equi;148942;74cca449-2f06-427b-a394-9ce0004e43f4;2.227;+++;Streptococcus equi_ssp_equi;148942;dd1ffed6-5046-40ec-9455-6790442437b9;2.206;+++;Streptococcus equi_ssp_zooepidemicus;40041;76d7914e-2901-42d2-a801-26ccd5af547a;2.205;+++;Streptococcus equi_ssp_equi;148942;57a9aa83-0dd7-4542-91d7-b8869a7ed29c;2.195
MP_15288_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+;Penicillium chrysogenum;5076;ba00ff4d-1b3f-4785-9184-9f7977d98dec;1.841;+;Penicillium chrysogenum;5076;5883f17e-65f6-414c-8815-e875bed218e5;1.782;+;Penicillium chrysogenum;5076;1c5b2f38-6ec7-4cc7-b38c-b9bdfa6239a6;1.712;-;not reliable identification;E1;e1767627-c740-4cbd-9ee1-d64064320a03;1.561;-;not reliable identification;E1;79eea13b-108b-4ddc-9c29-50c74f073626;1.531;-;not reliable identification;E1;4c9fd445-9ce7-4178-9c6a-9d6be75c6f3c;1.404;-;not reliable identification;E1;3deb3692-bac9-420f-84a4-833c34c37fef;1.373;-;not reliable identification;E1;5b59e0fc-a630-491e-989b-65f29d5dffa7;1.366;-;not reliable identification;E1;cdd5b23d-ca14-4fb1-8357-60c893667a2e;1.324;-;not reliable identification;E1;c06583e5-484b-40be-ba62-3886db61adf0;1.315
MP_15289_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.435;++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.248;++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.212;++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.192;++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.159;++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.088;++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2;+;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;1.999;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.98;+;Micrococcus luteus;1270;590ee0ac-a5f2-4115-9d49-64d11d738754;1.872
MP_15290_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;+;Candida albicans;5476;58fb9020-4c9a-41d5-858c-bb6f70d5eadf;1.766;+;Candida albicans;5476;a62cac3c-e498-49c0-a4bc-44a6853ebe3b;1.757;+;Candida albicans;5476;25c88fb5-a341-4062-b75d-c41937252a11;1.736;+;Candida albicans_(africana);241526;ab394b47-a8d5-4ef8-893b-1552f517670e;1.705;+;Candida albicans;5476;95addba5-ce67-4379-9118-d4fe048a22fd;1.702;-;not reliable identification;E1;cdefa8bd-54aa-4c0a-a520-2e66bc289d73;1.657;-;not reliable identification;E1;acc1fb2c-8184-40f1-b458-78954c201a9d;1.649;-;not reliable identification;E1;b574c50d-7d09-45c7-a68c-42ab67a01c64;1.628;-;not reliable identification;E1;038db6dd-d1fa-4a78-9a49-11bc2e8943a0;1.597;-;not reliable identification;E1;0ae7193a-9bbf-4186-abf4-7dfb09083273;1.592
MP_15291_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;++;Streptococcus salivarius;1304;e64a686a-6a5b-43cf-a5a0-ef23d8416f43;2.241;++;Streptococcus salivarius;1304;e434b01b-1121-4da0-9358-46b25895491e;2.096;++;Streptococcus vestibularis;1343;fcdb42ab-e627-4f12-a54d-6480d622b94b;2.064;++;Streptococcus vestibularis;1343;b042b58b-0d95-4f68-a29d-3692809bf462;2.049;++;Streptococcus salivarius;1304;0437e1e0-67ea-4b50-9b88-38c656addbad;2.046;++;Streptococcus salivarius;1304;2c161b13-e344-4489-a251-6875d1d70e19;2.022;++;Streptococcus salivarius;1304;d12d42e2-c52e-4528-8313-24fddddec627;2.006;++;Streptococcus vestibularis;1343;bf596438-433e-4091-aabc-186578c698d0;2.003;+;Streptococcus vestibularis;1343;de86a098-6887-4ca5-9f31-e5cab614d53a;1.87;+;Streptococcus vestibularis;1343;ea151e5b-b303-4ec0-b0f0-28766554ef1c;1.87
MP_15292_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-08-06;++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.014;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.947;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.867;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.854;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.746;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.723;+;Staphylococcus caprae;29380;a117eb82-150b-4ff4-9168-bf5052681c4f;1.717;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.703;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.682;-;not reliable identification;E1;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.626
