MP_12439_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;2.154;+++;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;2.141;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.129;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.943;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.904;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.815;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.807;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.804;-;not reliable identification;E1;84f155e4-1600-46a5-afea-eafb27233290;1.66;-;not reliable identification;E1;2f7eae59-d395-4226-8734-f0f113d9abe9;1.611
MP_12440_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus haemolyticus;1283;47e7c312-231a-4f79-a192-9dccad334d7c;2.404;+++;Staphylococcus haemolyticus;1283;4e977d76-2fa4-4a91-842d-dfb21e083370;2.073;+++;Staphylococcus haemolyticus;1283;a17b8a09-e99a-41b2-b121-255c6e33b567;2.011;+;Staphylococcus haemolyticus;1283;f2959610-ea1d-41e0-b391-d5b7502a3ac5;1.998;+;Staphylococcus haemolyticus;1283;5e0d2b36-f285-4c37-b3f8-8a957c1b54b5;1.997;+;Staphylococcus haemolyticus;1283;c36e44ee-514d-4ba3-a77a-244e0e01929f;1.914;+;Staphylococcus haemolyticus;1283;bb1d3135-1a65-486b-8740-a5704725bf02;1.904;+;Staphylococcus haemolyticus;1283;37f3ad54-a305-4c0d-a883-fd1492bfdf2d;1.892;-;not reliable identification;E1;61b34193-e250-4efa-9fc9-2057aa633e28;1.649;-;not reliable identification;E1;451d1f50-5b99-4280-b8cb-cff5f725a5d8;1.597
MP_12441_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+;Bacillus subtilis;135461;78746211-3f33-4ac4-9ec0-b20be357a00c;1.983;+;Bacillus subtilis;135461;c581ff6c-a6dc-4c6d-b54d-cd208808f2a5;1.975;+;Bacillus subtilis;1423;23ce2a7b-23cc-4863-af14-3101f6525821;1.941;+;Bacillus subtilis;135461;f14cb980-2d14-4686-80ea-896d3f4f576c;1.905;+;Bacillus subtilis;1423;286b7fb1-e136-4ebf-9b0b-71da8923f4cb;1.857;+;Bacillus subtilis;96241;c95906fd-5b1d-4cb3-8bd0-e1757da57032;1.764;+;Bacillus mojavensis;72360;cb7d690b-1795-4d9f-8ee4-1576a55c9d4d;1.704;+;Bacillus amyloliquefaciens_ssp_plantarum;279145;88056f74-d73a-469e-be12-b3f1c2bc95e4;1.703;-;not reliable identification;E1;66e762b0-671a-4299-b71d-f78c15eb59fe;1.671;-;not reliable identification;E1;b41e4f2c-5d9e-4172-80c2-962150402583;1.631
MP_12442_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Enterococcus faecalis;1351;0ae85b21-2783-4fe6-9c04-96877702d15a;2.358;+++;Enterococcus faecalis;1351;0bba480e-241f-4e83-b6f5-58e80a06389e;2.337;+++;Enterococcus faecalis;1351;4cea4049-e540-44da-a3c7-28a257f47036;27.febr;+++;Enterococcus faecalis;1351;a4ab8bfd-4128-4b50-9270-292f99bdad8d;2.196;+++;Enterococcus faecalis;1351;46d48674-c407-48fe-b85b-300977b0558f;2.174;+++;Enterococcus faecalis;1351;a82c73c8-b1b2-4bda-bb0d-2cae2de47f5c;2.116;+++;Enterococcus faecalis;1351;1cc3022d-bf5d-422d-aa5a-c1c5889e84de;2.107;+++;Enterococcus faecalis;1351;f3aaad09-d984-4b9c-b55c-f2437ed1217d;2.087;+;Enterococcus faecalis;1351;ba0bb1df-5786-450a-ac91-fe4096b1a3e1;1.98;+;Enterococcus faecalis;1351;2aeff100-21f3-40c1-a875-36462325a3ed;1.766
MP_12443_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus capitis;72758;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;2.188;+++;Staphylococcus capitis;72758;6e8c1752-3615-4167-bbc4-e2101bd745ec;2.139;+;Staphylococcus capitis;72758;cfe9f50c-c0f7-462e-b828-25b7156cf9e5;1.93;+;Staphylococcus capitis;72758;7ff5c2d5-93f0-4f1b-b1e3-edc061f22e96;1.842;-;not reliable identification;E1;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.537;-;not reliable identification;E1;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.427;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.418;-;not reliable identification;E1;a117eb82-150b-4ff4-9168-bf5052681c4f;1.393;-;not reliable identification;E1;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.391;-;not reliable identification;E1;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.308
MP_12444_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus warneri;1292;d153c9c7-bc52-494e-b576-994839c2cb65;2.078;+++;Staphylococcus warneri;1292;e4c22d93-138e-48d5-820d-98751b855c0e;06.febr;+;Staphylococcus warneri;1292;afd71a76-0e5f-4e4f-8a8a-c2b83501bf18;1.947;+;Staphylococcus warneri;1292;30e0768a-9e7f-4c3c-ad1f-471557c50943;1.885;+;Staphylococcus warneri;1292;0203172b-1116-4ddc-8850-cb871f84be31;1.802;-;not reliable identification;E1;5dd4fec7-cb0e-4c9d-b913-b9b76e5301ce;1.643;-;not reliable identification;E1;f70dc3f2-2ed3-4c1d-83cf-63feb8c9a482;1.486;-;not reliable identification;E1;17ccd910-d9f7-44cf-980f-60bc83ab1c42;1.471;-;not reliable identification;E1;361b80ac-1418-46d5-8c97-b85bdffa2c3d;1.415;-;not reliable identification;E1;c57e9940-b0d6-4b87-b577-ca47678f1780;1.387
MP_12445_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus hominis;145393;5e23b082-76aa-4165-b045-a5d492cfc0f4;2.228;+++;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;2.196;+++;Staphylococcus hominis;1290;ea5a5ac9-9ac0-4140-9847-5ab41db0adcd;2.158;+++;Staphylococcus hominis;145391;7b34c231-ee3b-4b58-bf7f-80de1314ce76;2.082;+++;Staphylococcus hominis;1290;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;2.067;+++;Staphylococcus hominis;145391;cb25c9df-d4c9-4510-9627-ac25c9d32102;2.002;+;Staphylococcus hominis;1290;e42fa5b3-2a7d-46d6-b2e9-f55f49b91e95;1.996;+;Staphylococcus hominis;145391;361808e4-83a8-45a7-9482-a3ab48717b0a;1.938;-;not reliable identification;E1;27226c18-03da-4505-9866-961c95f71502;1.383;-;not reliable identification;E1;6929a026-eaee-46c9-921f-189f438c83fe;1.379
MP_12446_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Staphylococcus capitis;72758;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;2.179;+++;Staphylococcus capitis;72758;6e8c1752-3615-4167-bbc4-e2101bd745ec;2.171;+++;Staphylococcus capitis;72758;cfe9f50c-c0f7-462e-b828-25b7156cf9e5;2.108;+;Staphylococcus capitis;74703;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.909;+;Staphylococcus capitis;72758;c9999c48-5bd3-4c37-ab54-ed25af902121;1.773;+;Staphylococcus capitis;72758;7ff5c2d5-93f0-4f1b-b1e3-edc061f22e96;1.757;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.574;-;not reliable identification;E1;ae10ca58-4de5-4877-a03e-675f6b6826df;1.556;-;not reliable identification;E1;a117eb82-150b-4ff4-9168-bf5052681c4f;1.483;-;not reliable identification;E1;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.416
MP_12447_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.374;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.244;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.227;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.203;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.194;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.113;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.084;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;02.febr;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.986;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.782
MP_12448_ID1011026779;"	Szteroid II. üzem_M-57A - 57A tisztatér_2020-07-22";+++;Corynebacterium tuberculostearicum;38304;679f39d7-c7f7-48dd-9921-a0b21e5cf86e;2.274;+++;Corynebacterium tuberculostearicum;38304;6c73cb01-9b07-45f7-b882-76d9d483f0a6;2.195;+++;Corynebacterium tuberculostearicum;38304;4ce8c582-09f6-420d-98d1-7e37b3560ebc;2.031;+;Corynebacterium tuberculostearicum;38304;9bc4b60a-af5f-40a6-97de-a180ba336cff;1.953;+;Corynebacterium tuberculostearicum;38304;8e4456cc-da26-4e3f-9e34-116edce440ce;1.775;-;not reliable identification;E1;ebeb5ea4-bb4d-4a1c-8b9d-109d705414ff;1.519;-;not reliable identification;E1;01cb9a01-c81d-418f-a5f1-4e03aee7f1df;1.444;-;not reliable identification;E1;e5fd2e08-9545-46de-9eb4-f483d99b963d;1.443;-;not reliable identification;E1;b4f4d5c1-8b60-46ee-9f2b-f7dcfa5f8ab7;1.359;-;not reliable identification;E1;d366481d-69dc-47fb-93c4-a53bedaa2845;1.352
