A3;MP_91299_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Munkatér földszint Helyiség közepe (at rest) levegõ_Munkatér földszint;EDT;TAMC
A4;MP_91300_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Anyagzsilip Alsó vízszintes felület közepén_Anyagzsilip;EDT;TAMC
A5;MP_91301_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Fehér öltözõ  Helyiség közepe levegõ_Fehér öltözõ;EDT;TAMC
A6;MP_91302_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Átülõpad Ülõ felület közepe_Fehér öltözõ;EDT;TAMC
A7;MP_91303_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Kilincs Munkatér felöli ajtó_Fehér öltözõ;EDT;TAMC
A8;MP_91304_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Padló Átülõpad mögötti rész középen a munkatér felöl_Fehér öltözõ;EDT;TAMC
A9;MP_91305_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-22;IV. Box önellenörzés_IV. box;EDT;TAMC
A10;MP_91306_ID1011026779;DMHL - Dorogi Mikrobiológiai és Higiénés Labor_2020-09-22;IV. Box önellenörzés_IV. box;EDT;TAMC
A11;MP_91307_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;merleg_Munkatér földszint;EDT;TAMC
A12;MP_91308_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Mosogato kilincs_Munkatér földszint;EDT;TAMC
B1;MP_91309_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;L?pcsökorl?t_Munkatér földszint;EDT;TAMC
B2;MP_91310_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;zsilip ablak_Munkatér földszint;EDT;TAMC
B3;MP_91311_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Bokros Lászlóné-Kesztyu jobb kéz_Munkatér földszint;EDT;TAMC
B4;MP_91312_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;Bokros Lászlóné-Alkar külso oldala - jobb_Munkatér földszint;EDT;TAMC
B5;MP_91313_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Elszívó rács a tároló polc oldalán_Munkatér;EDT;TAMC
B6;MP_91314_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Alul középen, levegõ_Mikronizáló (izolátor);EDT;TAMC
B7;MP_91315_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Helyiség közepe levegõ_Fehér öltözõ;EDT;TAMC
B8;MP_91316_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Átülõ pad ülõfelület közepe_Fehér öltözõ;EDT;TAMC
B9;MP_91317_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Padló átülõpad mögötti rész a tisztatér felõl_Fehér öltözõ;EDT;TAMC
B10;MP_91318_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Kilincs tisztatér felõli ajtó_Fehér öltözõ;EDT;TAMC
B11;MP_91319_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;Izolátor Belseje az alsó felületen levegõ_Izolátor;EDT;TAMC
B12;MP_91320_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;Kesztyû Izolátor belseje felöli rész  (változó)_Izolátor;EDT;TAMC
C1;MP_91321_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;Zuhanyzó Helyiség közepe  levegõ_Technikai zuhany;EDT;TAMC
C2;MP_91322_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;Átülõ pad Ülõ felület közepe_Öltözõ;EDT;TAMC
C3;MP_91323_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Nécsó István-Kesztyu jobb kéz_Munkatér;EDT;TAMC
C4;MP_91324_ID1011026779;M-57A - 57A tisztatér_2020-09-22;Nécsó István-Alkar külso oldala - jobb_Munkatér;EDT;TAMC
