MP_91299_ID1011026779;Micrococcus luteus;2.113;
MP_91300_ID1011026779;Micrococcus luteus;2.142;
MP_91301_ID1011026779;not reliable identification;1.624;
MP_91302_ID1011026779;Micrococcus luteus;2.21;
MP_91303_ID1011026779;Staphylococcus hominis;2.223;
MP_91304_ID1011026779;Micrococcus luteus;2.272;
MP_91305_ID1011026779;Bacillus horneckiae;2.199;
MP_91306_ID1011026779;Bacillus oceanisediminis;2.013;
MP_91307_ID1011026779;Staphylococcus hominis;2.307;
MP_91308_ID1011026779;not reliable identification;1.453;
MP_91309_ID1011026779;Corynebacterium mucifaciens;2.02;
MP_91310_ID1011026779;Staphylococcus epidermidis;2.114;
MP_91311_ID1011026779;Staphylococcus hominis;2.152;
MP_91312_ID1011026779;Staphylococcus epidermidis;2.184;
MP_91313_ID1011026779;Brevibacterium pityocampae;2.05;
MP_91314_ID1011026779;Corynebacterium ureicelerivorans;1.712;
MP_91315_ID1011026779;Corynebacterium mucifaciens;2.095;
MP_91316_ID1011026779;Staphylococcus epidermidis;2.171;
MP_91317_ID1011026779;not reliable identification;1.424;
MP_91318_ID1011026779;Corynebacterium mucifaciens;2.126;
MP_91319_ID1011026779;Micrococcus luteus;2.313;
MP_91320_ID1011026779;Micrococcus luteus;2.455;
MP_91321_ID1011026779;Staphylococcus capitis;2.331;
MP_91322_ID1011026779;Staphylococcus epidermidis;2.171;
MP_91323_ID1011026779;Bacillus simplex;1.719;
MP_91324_ID1011026779;Micrococcus luteus;2.413;
MP_91325_ID1011026779;Staphylococcus epidermidis;2.016;
MP_91326_ID1011026779;Micrococcus flavus;2.229;
MP_91327_ID1011026779;Micrococcus luteus;2.31;
MP_91328_ID1011026779;Staphylococcus hominis;2.13;
MP_91329_ID1011026779;Staphylococcus hominis;2.297;
MP_91330_ID1011026779;Staphylococcus epidermidis;2.054;
MP_91331_ID1011026779;Corynebacterium mucifaciens;1.783;
MP_91332_ID1011026779;Staphylococcus warneri;1.86;
MP_91333_ID1011026779;Aerococcus viridans;2.122;
MP_91334_ID1011026779;Corynebacterium mucifaciens;1.928;
MP_91335_ID1011026779;Bacillus cereus;2.389;
MP_91336_ID1011026779;Corynebacterium mucifaciens;2.092;
MP_91337_ID1011026779;Kocuria rhizophila;2.047;
MP_91338_ID1011026779;Staphylococcus warneri;1.982;
MP_91339_ID1011026779;not reliable identification;1.404;
MP_91340_ID1011026779;Staphylococcus hominis;2.165;
MP_91341_ID1011026779;Paenibacillus lactis;1.842;
MP_91342_ID1011026779;Corynebacterium mucifaciens;1.891;
MP_91343_ID1011026779;no peaks found;0;
MP_91344_ID1011026779;Micrococcus luteus;2.219;
MP_91345_ID1011026779;Staphylococcus haemolyticus;2.309;
MP_91346_ID1011026779;not reliable identification;1.321;
MP_91347_ID1011026779;not reliable identification;1.363;
MP_91348_ID1011026779;Staphylococcus hominis;2.222;
MP_91349_ID1011026779;Micrococcus luteus;2.144;
MP_91350_ID1011026779;Bacillus cereus;2.402;
MP_91351_ID1011026779;Micrococcus luteus;2.258;
MP_91352_ID1011026779;Staphylococcus epidermidis;2.158;
MP_91353_ID1011026779;Staphylococcus epidermidis;2.376;
MP_91354_ID1011026779;Staphylococcus hominis;2.037;
MP_91355_ID1011026779;Micrococcus luteus;2.082;
MP_91356_ID1011026779;Micrococcus luteus;2.43;
MP_91357_ID1011026779;Corynebacterium mucifaciens;1.798;
MP_91358_ID1011026779;no peaks found;0;
MP_91359_ID1011026779;Staphylococcus epidermidis;2.233;
MP_91360_ID1011026779;Micrococcus luteus;2.366;
MP_91361_ID1011026779;Corynebacterium afermentans;1.842;
MP_91362_ID1011026779;Staphylococcus capitis;2.236;
MP_91363_ID1011026779;Corynebacterium afermentans;1.832;
MP_91364_ID1011026779;Corynebacterium tuberculostearicum;1.962;
MP_91365_ID1011026779;not reliable identification;1.561;
MP_91366_ID1011026779;Staphylococcus epidermidis;2.124;
MP_91367_ID1011026779;Staphylococcus hominis;2.04;
MP_91368_ID1011026779;Kocuria palustris;2.019;
MP_91369_ID1011026779;Bacillus subtilis;2.122;
MP_91370_ID1011026779;not reliable identification;1.369;
MP_91371_ID1011026779;not reliable identification;1.194;
MP_91372_ID1011026779;Paenibacillus urinalis;2.207;
MP_91373_ID1011026779;Paenibacillus urinalis;2.158;
MP_91374_ID1011026779;Corynebacterium tuberculostearicum;2.159;
MP_91375_ID1011026779;Micrococcus luteus;2.267;
MP_91376_ID1011026779;Micrococcus flavus;2.285;
MP_91377_ID1011026779;not reliable identification;1.275;
MP_91378_ID1011026779;Staphylococcus xylosus;1.811;
MP_91379_ID1011026779;Staphylococcus epidermidis;1.984;
MP_91380_ID1011026779;not reliable identification;1.439;
MP_91381_ID1011026779;not reliable identification;1.13;
MP_91382_ID1011026779;Rhizopus oryzae;2.019;
MP_91383_ID1011026779;Staphylococcus epidermidis;1.993;
MP_91384_ID1011026779;Alternaria alternata;2.118;
MP_91385_ID1011026779;Alternaria alternata;2.048;
MP_91386_ID1011026779;Pseudomonas luteola;2.188;
MP_91387_ID1011026779;no peaks found;0;
MP_91388_ID1011026779;no peaks found;0;
