MP_12359_ID1011025858;Streptococcus salivarius;2.241;
MP_12360_ID1011025858;Staphylococcus epidermidis;2.014;
MP_12361_ID1011025858;Paenibacillus thiaminolyticus;2.313;
MP_12362_ID1011025858;Micrococcus luteus;2.435;
MP_12363_ID1011025858;Staphylococcus epidermidis;2.541;
MP_12364_ID1011025858;Herbaspirillum huttiense;2.382;
MP_12365_ID1011025858;Paenibacillus illinoisensis;2.115;
MP_12366_ID1011025858;Burkholderia cepacia;2.266;
MP_12367_ID1011025858;Micrococcus luteus;2.188;
MP_12368_ID1011025858;Bacillus oceanisediminis;2.306;
MP_12369_ID1011025858;Acinetobacter lwoffii;2.282;
MP_12370_ID1011025858;Bacillus oceanisediminis;2.231;
MP_12371_ID1011025858;Staphylococcus hominis;2.251;
MP_12372_ID1011025858;Bacillus litoralis;2.116;
MP_12373_ID1011025858;Staphylococcus epidermidis;2.236;
MP_12374_ID1011025858;Staphylococcus capitis;2.243;
MP_12375_ID1011025858;Staphylococcus warneri;2.108;
MP_12376_ID1011025858;Micrococcus luteus;2.266;
MP_12377_ID1011025858;Bacillus thuringiensis;2.037;
MP_12378_ID1011025858;Staphylococcus epidermidis;2.165;
MP_12379_ID1011025858;Staphylococcus hominis;2.268;
MP_12380_ID1011025858;Staphylococcus capitis;2.169;
MP_12381_ID1011025858;Staphylococcus hominis;2.207;
MP_12382_ID1011025858;Staphylococcus capitis;2.141;
MP_12383_ID1011025858;Micrococcus luteus;2.287;
MP_12384_ID1011025858;Bacillus litoralis;2.116;
MP_12385_ID1011025858;Alcaligenes faecalis;2.481;
MP_12386_ID1011025858;Alcaligenes faecalis;2.219;
MP_12387_ID1011025858;Bacteroides fragilis;2.501;
MP_12388_ID1011025858;Bacteroides fragilis;2.537;
MP_12389_ID1011025858;Bacteroides thetaiotaomicron;2.058;
MP_12390_ID1011025858;Bacteroides thetaiotaomicron;2.257;
MP_12391_ID1011025858;Escherichia coli;2.677;
MP_12392_ID1011025858;Campylobacter jejuni;2.448;
MP_12393_ID1011025858;Campylobacter jejuni;2.467;
MP_12394_ID1011025858;Massilia timonae;2.318;
MP_12395_ID1011025858;Lactobacillus sakei;2.31;
MP_12396_ID1011025858;Comamonas testosteroni;2.474;
MP_12397_ID1011025858;Comamonas testosteroni;2.522;
MP_12398_ID1011025858;Enterococcus faecalis;2.196;
MP_12399_ID1011025858;Enterococcus faecalis;2.391;
MP_12400_ID1011025858;Enterococcus faecium;2.529;
MP_12401_ID1011025858;Enterococcus faecium;2.582;
MP_12402_ID1011025858;Escherichia coli;2.297;
MP_12403_ID1011025858;Escherichia coli;2.126;
MP_12404_ID1011025858;Haemophilus influenzae;2.601;
MP_12405_ID1011025858;Haemophilus influenzae;2.428;
MP_12406_ID1011025858;Haemophilus parainfluenzae;2.379;
MP_12407_ID1011025858;Haemophilus parainfluenzae;2.33;
MP_12408_ID1011025858;Inquilinus limosus;2.644;
MP_12409_ID1011025858;Inquilinus limosus;2.654;
MP_12410_ID1011025858;Yarrowia lipolytica;2.32;
MP_12411_ID1011025858;Yarrowia lipolytica;2.309;
MP_12412_ID1011025858;Staphylococcus hominis;2.075;
MP_12727_ID1011025858;Alternaria alternata;1.842;
MP_12728_ID1011025858;Micrococcus luteus;2.111;
MP_12729_ID1011025858;not reliable identification;1.498;
