MP_12439_ID1011026779;Staphylococcus epidermidis;2.154;
MP_12440_ID1011026779;Staphylococcus haemolyticus;2.404;
MP_12441_ID1011026779;Bacillus subtilis;1.983;
MP_12442_ID1011026779;Enterococcus faecalis;2.358;
MP_12443_ID1011026779;Staphylococcus capitis;2.188;
MP_12444_ID1011026779;Staphylococcus warneri;2.078;
MP_12445_ID1011026779;Staphylococcus hominis;2.228;
MP_12446_ID1011026779;Staphylococcus capitis;2.179;
MP_12447_ID1011026779;Micrococcus luteus;2.374;
MP_12448_ID1011026779;Corynebacterium tuberculostearicum;2.274;
MP_12449_ID1011026779;Staphylococcus capitis;2.242;
MP_12450_ID1011026779;Bacillus thuringiensis;2.118;
MP_12451_ID1011026779;Micrococcus luteus;2.299;
MP_12452_ID1011026779;Micrococcus luteus;2.144;
MP_12453_ID1011026779;Staphylococcus epidermidis;2.165;
MP_12454_ID1011026779;Staphylococcus warneri;2.097;
MP_12455_ID1011026779;Kocuria rhizophila;1.875;
MP_12456_ID1011026779;Staphylococcus epidermidis;1.893;
MP_12457_ID1011026779;not reliable identification;1.651;
MP_12458_ID1011026779;Micrococcus luteus;2.345;
MP_12459_ID1011026779;Staphylococcus epidermidis;2.233;
MP_12460_ID1011026779;Micrococcus luteus;2.411;
MP_12461_ID1011026779;Kocuria kristinae;2.289;
MP_12462_ID1011026779;Kocuria kristinae;2.312;
MP_12463_ID1011026779;Fictibacillus arsenicus;1.812;
MP_12464_ID1011026779;Bacillus simplex;1.972;
MP_12465_ID1011026779;Staphylococcus epidermidis;2.109;
MP_12466_ID1011026779;Bacillus simplex;1.849;
MP_12467_ID1011026779;Bacillus simplex;2.301;
MP_12468_ID1011026779;Bacillus simplex;1.739;
MP_12469_ID1011026779;Micrococcus luteus;2.235;
MP_12470_ID1011026779;Bacillus megaterium;2.298;
MP_12471_ID1011026779;Staphylococcus hominis;2.174;
MP_12472_ID1011026779;Solibacillus silvestris;2.117;
MP_12473_ID1011026779;Staphylococcus hominis;2.386;
MP_12474_ID1011026779;not reliable identification;1.653;
MP_12475_ID1011026779;Micrococcus luteus;2.303;
MP_12476_ID1011026779;Pseudomonas fulva;2.008;
MP_12477_ID1011026779;Corynebacterium coyleae;1.708;
MP_12478_ID1011026779;not reliable identification;1.559;
MP_12479_ID1011026779;Micrococcus luteus;1.78;
MP_12480_ID1011026779;Staphylococcus capitis;1.937;
MP_12481_ID1011026779;Micrococcus luteus;2.373;
MP_12482_ID1011026779;Staphylococcus epidermidis;1.919;
MP_12483_ID1011026779;Staphylococcus hominis;2.327;
MP_12484_ID1011026779;not reliable identification;1.275;
MP_12485_ID1011026779;Pseudomonas fulva;2.356;
MP_12486_ID1011026779;Staphylococcus epidermidis;2.225;
MP_12487_ID1011026779;Micrococcus luteus;2.044;
MP_12488_ID1011026779;Corynebacterium afermentans;1.784;
MP_12489_ID1011026779;Corynebacterium tuberculostearicum;2.112;
MP_12490_ID1011026779;Staphylococcus hominis;2.255;
MP_12491_ID1011026779;Virgibacillus pantothenticus;1.773;
MP_12492_ID1011026779;Staphylococcus epidermidis;2.214;
MP_12493_ID1011026779;Staphylococcus haemolyticus;1.978;
MP_12494_ID1011026779;not reliable identification;1.541;
MP_12495_ID1011026779;Bacillus oceanisediminis;2.135;
MP_12496_ID1011026779;Staphylococcus capitis;2.424;
MP_12497_ID1011026779;Corynebacterium ureicelerivorans;1.785;
MP_12498_ID1011026779;Staphylococcus epidermidis;2.554;
MP_12499_ID1011026779;Micrococcus luteus;2.513;
MP_12500_ID1011026779;Staphylococcus hominis;1.935;
MP_12501_ID1011026779;Corynebacterium singulare;1.907;
MP_12502_ID1011026779;Bacillus litoralis;2.147;
