MP_15116_ID1011026779;Klebsiella pneumoniae;2.425;
MP_15117_ID1011026779;Streptococcus pyogenes;2.527;
MP_15118_ID1011026779;Bacillus oceanisediminis;2.269;
MP_15119_ID1011026779;Staphylococcus epidermidis;2.222;
MP_15120_ID1011026779;Staphylococcus haemolyticus;2.269;
MP_15121_ID1011026779;Bacillus subtilis;2.056;
MP_15122_ID1011026779;Enterococcus faecalis;2.345;
MP_15123_ID1011026779;Staphylococcus capitis;2.207;
MP_15124_ID1011026779;Staphylococcus warneri;2.169;
MP_15125_ID1011026779;Staphylococcus hominis;2.207;
MP_15126_ID1011026779;Staphylococcus capitis;2.141;
MP_15127_ID1011026779;Bacillus cereus;2.009;
MP_15128_ID1011026779;Bacillus cereus;1.91;
MP_15129_ID1011026779;Bacillus cereus;1.764;
MP_15130_ID1011026779;not reliable identification;1.358;
MP_15131_ID1011026779;Bacillus licheniformis;1.952;
MP_15132_ID1011026779;Lysinibacillus xylanilyticus;1.976;
MP_15133_ID1011026779;Paenibacillus chitinolyticus;1.793;
MP_15134_ID1011026779;Bacillus oceanisediminis;1.926;
MP_15135_ID1011026779;not reliable identification;1.697;
MP_15136_ID1011026779;not reliable identification;1.623;
MP_15137_ID1011026779;not reliable identification;1.572;
MP_15138_ID1011026779;not reliable identification;1.484;
MP_15139_ID1011026779;Lysinibacillus fusiformis;1.992;
MP_15140_ID1011026779;not reliable identification;1.374;
MP_15141_ID1011026779;not reliable identification;1.438;
MP_15142_ID1011026779;Staphylococcus haemolyticus;1.731;
MP_15143_ID1011026779;not reliable identification;1.457;
MP_15144_ID1011026779;not reliable identification;1.349;
MP_15145_ID1011026779;not reliable identification;1.369;
MP_15146_ID1011026779;Micrococcus luteus;1.955;
MP_15147_ID1011026779;not reliable identification;1.69;
MP_15148_ID1011026779;Micrococcus luteus;2.071;
MP_15149_ID1011026779;not reliable identification;1.446;
MP_15150_ID1011026779;Staphylococcus hominis;1.964;
MP_15151_ID1011026779;Candida tropicalis;2.457;
MP_15152_ID1011026779;Staphylococcus pasteuri;2.162;
MP_15153_ID1011026779;Staphylococcus hominis;2.314;
MP_15154_ID1011026779;Kocuria rhizophila;2.223;
MP_15155_ID1011026779;not reliable identification;1.588;
MP_15156_ID1011026779;Ralstonia pickettii;2.33;
MP_15157_ID1011026779;Ralstonia pickettii;2.275;
MP_15158_ID1011026779;Staphylococcus xylosus;2.047;
MP_15159_ID1011026779;Salmonella sp;2.447;
MP_15160_ID1011026779;Corynebacterium mucifaciens;2.105;
MP_15161_ID1011026779;Candida albicans;2.494;
MP_15162_ID1011026779;Micrococcus luteus;2.235;
MP_15163_ID1011026779;Fictibacillus arsenicus;2.053;
MP_15164_ID1011026779;Candida parapsilosis;2.219;
MP_15165_ID1011026779;Staphylococcus epidermidis;2.165;
MP_15166_ID1011026779;Staphylococcus warneri;2.097;
MP_15167_ID1011026779;Kocuria rhizophila;1.875;
MP_15168_ID1011026779;Staphylococcus epidermidis;1.893;
MP_15169_ID1011026779;Purpureocillium lilacinum;2.268;
MP_15170_ID1011026779;Pseudomonas aeruginosa;2.429;
MP_15171_ID1011026779;Escherichia coli;2.311;
MP_15172_ID1011026779;Staphylococcus aureus;2.244;
