MP_91309_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;+++;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;2.02;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.966;+;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.872;+;Corynebacterium mucifaciens;57171;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;1.753;+;Corynebacterium mucifaciens;57171;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.748;+;Corynebacterium mucifaciens;57171;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.734;+;Corynebacterium ureicelerivorans;401472;05f48a9a-66b4-4a15-b054-878c84436bec;1.714;+;Corynebacterium mucifaciens;57171;9ed22935-de18-4c58-a031-93a1f19c67eb;1.705;-;not reliable identification;E1;bd513651-f380-4528-823a-301bbb01cdfd;1.689;-;not reliable identification;E1;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.396
MP_91310_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.114;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.916;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.912;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.87;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.816;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.771;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.762;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.682;-;not reliable identification;E1;a0157aa1-1cb4-419c-8239-075355610383;1.643;-;not reliable identification;E1;54623dc2-837d-4643-8fd6-7e8dfb7ce814;1.511
MP_91311_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;+++;Staphylococcus hominis;1290;605f3c45-5813-4f3b-a6b5-167657d17554;2.152;+++;Staphylococcus hominis;1290;e42fa5b3-2a7d-46d6-b2e9-f55f49b91e95;2.102;+++;Staphylococcus hominis;145391;7b34c231-ee3b-4b58-bf7f-80de1314ce76;2.098;+++;Staphylococcus hominis;1290;ea5a5ac9-9ac0-4140-9847-5ab41db0adcd;2.081;+++;Staphylococcus hominis;145391;361808e4-83a8-45a7-9482-a3ab48717b0a;2.051;+++;Staphylococcus hominis;145393;5e23b082-76aa-4165-b045-a5d492cfc0f4;2.041;+;Staphylococcus hominis;145391;cb25c9df-d4c9-4510-9627-ac25c9d32102;1.982;+;Staphylococcus hominis;1290;6dc4986b-ecd2-437c-8e4d-6d95b5336e8c;1.874;-;not reliable identification;E1;263f37c8-2c7a-4d4b-97e2-252923304fb4;1.518;-;not reliable identification;E1;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.339
MP_91312_ID1011026779;L-M - Szint III. Mikronizáló_2020-09-22;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.184;+++;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;2.001;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.996;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.884;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.86;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.849;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.829;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.775;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.711;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.58
MP_91313_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Brevibacterium pityocampae;1696;f6a8adda-87a1-4d12-9d3c-c224492433f9;2.05;+;Dietzia cinnamea;321318;90898f7a-f30a-463c-ace7-5f332fcb4eb2;1.916;-;not reliable identification;E1;d4b5461e-1ccb-43b2-bdc8-98771fe2f011;1.198;-;not reliable identification;E1;f5abecbb-6dfd-490e-b78a-0c0e004244a4;1.191;-;not reliable identification;E1;18205056-01ed-43ba-be5e-dc250f69aaf9;1.174;-;not reliable identification;E1;456b0f8a-f01c-4534-ac68-274d9a4cba3c;1.163;-;not reliable identification;E1;afd71a76-0e5f-4e4f-8a8a-c2b83501bf18;1.16;-;not reliable identification;E1;19356a12-e2e5-4395-9658-f2d18f9f52d3;1.157;-;not reliable identification;E1;bac51d40-adee-4646-9707-3e473dc02f9a;1.151;-;not reliable identification;E1;82d4b174-7852-4af6-81bd-a90ac48c4ec8;1.135
MP_91314_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.712;-;not reliable identification;E1;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.686;-;not reliable identification;E1;52dfa612-e54b-4168-b300-7773a814d450;1.683;-;not reliable identification;E1;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.55;-;not reliable identification;E1;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.55;-;not reliable identification;E1;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;1.456;-;not reliable identification;E1;9ed22935-de18-4c58-a031-93a1f19c67eb;1.444;-;not reliable identification;E1;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.303;-;not reliable identification;E1;bd513651-f380-4528-823a-301bbb01cdfd;1.282;-;not reliable identification;E1;5d970948-9476-46b7-b772-1b96d2f6e1dc;1.222
MP_91315_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;2.095;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.967;+;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.801;+;Corynebacterium mucifaciens;57171;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.741;-;not reliable identification;E1;9ed22935-de18-4c58-a031-93a1f19c67eb;1.648;-;not reliable identification;E1;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.629;-;not reliable identification;E1;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;1.605;-;not reliable identification;E1;05f48a9a-66b4-4a15-b054-878c84436bec;1.591;-;not reliable identification;E1;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.426;-;not reliable identification;E1;beb8908e-b192-4e4f-89fc-7d0a02907def;1.35
MP_91316_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;2.171;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.093;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.997;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.99;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.974;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.939;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.936;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.903;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.788;+;Staphylococcus epidermidis;1282;2f7eae59-d395-4226-8734-f0f113d9abe9;1.714
MP_91317_ID1011026779;M-57A - 57A tisztatér_2020-09-22;-;not reliable identification;E1;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.424;-;not reliable identification;E1;529e309f-8a49-4729-aafb-0eb2fcd522fd;1.218;-;not reliable identification;E1;52dfa612-e54b-4168-b300-7773a814d450;1.207;-;not reliable identification;E1;d650c164-4dab-46e5-8e53-e9d01c8feec6;1.154;-;not reliable identification;E1;361a5f47-ad65-48da-b847-cfde3094ec74;1.127;-;not reliable identification;E1;9ed22935-de18-4c58-a031-93a1f19c67eb;1.127;-;not reliable identification;E1;61db677a-78e2-48bb-b1a5-e3447760a98f;1.117;-;not reliable identification;E1;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.113;-;not reliable identification;E1;84f155e4-1600-46a5-afea-eafb27233290;1.109;-;not reliable identification;E1;0c7a43a4-1171-481d-b63b-9fd09092ac5d;1.102
MP_91318_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Corynebacterium mucifaciens;57171;9ed22935-de18-4c58-a031-93a1f19c67eb;2.126;+++;Corynebacterium mucifaciens;57171;52dfa612-e54b-4168-b300-7773a814d450;2.013;+;Corynebacterium mucifaciens;57171;54fe5b7a-b64b-463c-878c-8032e73eac4f;1.997;+;Corynebacterium mucifaciens;57171;24db01a6-44b1-42f4-a954-ba1c1a3bb730;1.979;+;Corynebacterium mucifaciens;57171;409ee332-a2f2-4083-a1ec-4063cf89a0eb;1.954;+;Corynebacterium mucifaciens;57171;3ff0ed0e-a2e6-44bb-9114-9baef47c3061;1.952;+;Corynebacterium ureicelerivorans;401472;ddf9133e-79b6-4dfb-a9e9-6a13721d15c9;1.907;+;Corynebacterium mucifaciens;57171;bd513651-f380-4528-823a-301bbb01cdfd;1.85;+;Corynebacterium mucifaciens;57171;c472b207-f7fc-4f86-bd5d-c5f5f6e12d60;1.735;-;not reliable identification;E1;05f48a9a-66b4-4a15-b054-878c84436bec;1.499
MP_91319_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.313;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.276;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.221;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.205;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.198;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.154;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.094;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.075;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.895;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.847
MP_91320_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.455;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.397;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.389;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.341;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.209;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.163;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.134;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.111;+++;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;2.006;+;Micrococcus luteus;1270;590ee0ac-a5f2-4115-9d49-64d11d738754;1.806
MP_91321_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;+++;Staphylococcus capitis;72758;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;2.331;+++;Staphylococcus capitis;72758;6e8c1752-3615-4167-bbc4-e2101bd745ec;2.249;+++;Staphylococcus capitis;72758;cfe9f50c-c0f7-462e-b828-25b7156cf9e5;2.157;+;Staphylococcus capitis;72758;c9999c48-5bd3-4c37-ab54-ed25af902121;1.971;+;Staphylococcus capitis;74703;98f4ade2-6a6d-4696-946e-2bc0331c0c6a;1.89;+;Staphylococcus capitis;72758;7ff5c2d5-93f0-4f1b-b1e3-edc061f22e96;1.785;-;not reliable identification;E1;41e1a0a1-2274-4b67-a6d6-c9c8caa20979;1.599;-;not reliable identification;E1;a117eb82-150b-4ff4-9168-bf5052681c4f;1.582;-;not reliable identification;E1;617a72b8-eefb-4c85-a9f1-e010ae7eeced;1.515;-;not reliable identification;E1;8fb18abc-00cf-4cd3-aa8c-dc5f90de0783;1.461
MP_91322_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.171;+++;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;2.054;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.97;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.97;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.961;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.877;+;Staphylococcus epidermidis;1282;fc503196-43eb-4d43-ba09-406712713928;1.832;+;Staphylococcus epidermidis;1282;b487a1e3-895e-49ae-bc1c-e940757982cc;1.804;+;Staphylococcus epidermidis;1282;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.778;+;Staphylococcus caprae;29380;54623dc2-837d-4643-8fd6-7e8dfb7ce814;1.711
MP_91323_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+;Bacillus simplex;1478;2a9ac13f-572d-4c75-adf6-ef68ba3906bd;1.719;+;Bacillus simplex;1478;7f3a0bb1-cae4-4f91-bd88-198e8103de47;1.711;-;not reliable identification;E1;b1e60861-d220-4bcc-9220-991f19225753;1.558;-;not reliable identification;E1;b0bf9261-078e-495e-b94b-34b7e180057e;1.477;-;not reliable identification;E1;4d213bfc-bc56-426c-a693-c34e9ca03727;1.436;-;not reliable identification;E1;bbfa04a4-86e8-4bd9-b0f4-30fa069ef6ed;1.403;-;not reliable identification;E1;69770af0-c008-4709-b50f-9c4470c27f07;1.324;-;not reliable identification;E1;4ea4fa86-ad5e-466f-8255-6ee4fdf68a34;1.267;-;not reliable identification;E1;a117eb82-150b-4ff4-9168-bf5052681c4f;1.26;-;not reliable identification;E1;8592ad00-013c-4335-a717-467a84f4edb5;1.232
MP_91324_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Micrococcus luteus;1270;beec53ae-2e07-4400-8077-cd2fbf74766f;2.413;+++;Micrococcus luteus;1270;70588a60-89e1-4f56-9f47-3c2ac3b9032d;2.39;+++;Micrococcus luteus;1270;9e126652-4575-4da4-99b5-5f8495523218;2.365;+++;Micrococcus luteus;1270;8a9c776c-2313-4855-8887-5aff2ca98ff9;2.303;+++;Micrococcus luteus;1270;03baea4f-ab2e-41fa-b92c-57426f337467;2.223;+++;Micrococcus luteus;1270;df205b83-8258-4046-aa99-d71c818c6628;2.176;+++;Micrococcus luteus;1270;6ed61691-9887-4655-a4a7-2fbbc2bc9d05;2.162;+++;Micrococcus luteus;1270;7e64b71c-e9cd-4869-8f9d-4fa2b2e86d5b;2.138;+;Micrococcus luteus;1270;a4ed63bb-50dc-409f-a34d-d85c8ca123be;1.994;+;Micrococcus luteus;1270;b8c350c2-ef58-45bd-bd2e-cb21c4978e0d;1.886
MP_91325_ID1011026779;M-57A - 57A tisztatér_2020-09-22;+++;Staphylococcus epidermidis;1282;affdd5db-be8f-4ee6-b395-757b3b820a98;2.016;+;Staphylococcus epidermidis;1282;cf58e860-e8a8-42cb-9f41-cfea4536d54e;1.89;+;Staphylococcus epidermidis;1282;ca61ac93-70f3-4aba-a3cd-b69ba1df29c9;1.782;+;Staphylococcus epidermidis;1282;d8f3d81b-5949-4fec-96db-056d2d22cab7;1.766;+;Staphylococcus epidermidis;1282;219bdfd0-cd3d-48ae-a3ed-1245691e8c9e;1.742;+;Staphylococcus epidermidis;1282;84f155e4-1600-46a5-afea-eafb27233290;1.731;-;not reliable identification;E1;cbefbe40-89e4-438c-81ca-ac8d312eda6d;1.604;-;not reliable identification;E1;ad4829e0-beb1-4f06-9d16-e3bd1707afb2;1.602;-;not reliable identification;E1;fc503196-43eb-4d43-ba09-406712713928;1.535;-;not reliable identification;E1;6fcbce10-8f23-4db6-8c3a-3d07099f033d;1.526
MP_91326_ID1011026779;M-1 - Szteroid II. tisztatere_2020-09-22;+++;Micrococcus flavus;1269;737b3ace-5efe-4b6a-ab5b-76dc460e5c09;2.229;+;Micrococcus flavus;1269;c493212e-5fb9-415b-b29a-1974b3479f7d;1.852;+;Micrococcus flavus;1269;82526e65-b5e3-4373-8378-c32128967749;1.701;-;not reliable identification;E1;5d403abd-4066-46c1-8ed9-b42dab904a8f;1.52;-;not reliable identification;E1;41a6dfeb-00b7-4901-97c1-8b201826ba32;1.513;-;not reliable identification;E1;8e140f5c-94f5-46aa-a410-7aa937967055;1.409;-;not reliable identification;E1;08da58a3-6529-4191-89ec-f1c40edf1cef;1.218;-;not reliable identification;E1;d57659c9-a032-4a28-8727-3be0c1da513a;1.202;-;not reliable identification;E1;13596a95-9d60-4603-9931-af025f099c9e;1.186;-;not reliable identification;E1;57c56311-6d42-4530-a383-c04293eae50d;1.163
